"","track_name","artist_names","peak_rank","weeks_on_chart","album"
"1328","Crazy What Love Can Do","David Guetta, Becky Hill, Ella Henderson",127,14,0
"1329","Afraid To Feel","LF SYSTEM",150,5,"Afraid To Feel"
"1330","THE SHADE","Rex Orange County",161,3,0
"1331","Cooped Up (with Roddy Ricch)","Post Malone, Roddy Ricch",18,13,0
"1332","Stargirl Interlude","The Weeknd, Lana Del Rey",168,4,0
"1333","ENERGY (feat. Beam)","Beyoncé, BEAM",34,2,0
"1334","Matilda","Harry Styles",5,12,0
"1335","Music For a Sushi Restaurant","Harry Styles",6,12,0
"1336","House of Memories","Panic! At The Disco",64,16,"Death of a Bachelor"
"1337","Nerdesin","Ezhel",164,3,0
"1338","Never Sleep (with Lil Baby feat. Travis Scott)","NAV, Lil Baby, Travis Scott",101,2,0
"1339","Pipoco","Ana Castela, Melody, Dj Chris No Beat",100,4,0
"1340","X ÚLTIMA VEZ","Daddy Yankee, Bad Bunny",18,20,0
"1341","There's Nothing Holdin' Me Back","Shawn Mendes",5,72,0
"1342","Angel Baby","Troye Sivan",59,19,0
"1343","SUMMER RENAISSANCE","Beyoncé",46,2,0
"1344","Come Back Home","Sofia Carson",193,1,0
"1345","Yet To Come","BTS",7,8,0
"1346","Demons","Imagine Dragons",194,2,0
"1347","Pasoori","Shae Gill, Ali Sethi",109,16,0
"1348","Heartless","Kanye West",198,1,0
"1349","I'M THAT GIRL","Beyoncé",33,1,0
"1350","CHURCH GIRL","Beyoncé",39,1,0
"1351","COZY","Beyoncé",50,1,0
"1352","VIRGO'S GROOVE","Beyoncé",77,1,0
"1353","PLASTIC OFF THE SOFA","Beyoncé",85,1,0
"1354","HEATED","Beyoncé",93,1,0
"1355","MOVE (feat. Grace Jones & Tems)","Beyoncé, Grace Jones, Tems",96,1,0
"1356","THIQUE","Beyoncé",102,1,0
"1357","PURE/HONEY","Beyoncé",114,1,0
"1358","ALL UP IN YOUR MIND","Beyoncé",148,1,0
"1359","AMERICA HAS A PROBLEM","Beyoncé",152,1,0
"1360","CACHORRINHAS","Luísa Sonza",109,2,0
"1361","The 30th","Billie Eilish",64,2,0
"1362","Ai Preto","L7NNON, DJ Biel do Furduncinho, Bianca",140,5,0
"1363","Hold My Hand","Lady Gaga",110,10,0
"1364","Surface Pressure","Jessica Darrow",26,3,0
"1365","Out of Time","The Weeknd",10,2,0
"1366","Eazy","The Game, Kanye West",35,1,0
"1367","Is There Someone Else?","The Weeknd",11,2,0
"1368","Entre Nosotros (Remix) [con Nicki Nicole]","Tiago PZK, LIT killah, Maria Becerra, Nicki Nicole",53,2,0
"1369","It'll Be Okay","Shawn Mendes",55,7,0
"1370","Save Your Tears (with Ariana Grande) (Remix)","The Weeknd, Ariana Grande",5,39,0
"1371","I Hate U","SZA",19,7,"I Hate U"
"1372","I AM WOMAN","Emmy Meli",51,8,"I AM WOMAN"
"1373","Gasoline","The Weeknd",13,2,0
"1374","How Do I Make You Love Me?","The Weeknd",14,2,0
"1375","Less Than Zero","The Weeknd",23,2,0
"1376","Smokin Out The Window","Bruno Mars, Anderson .Paak, Silk Sonic",8,11,0
"1377","P power (feat. Drake)","Gunna, Drake",81,1,0
"1378","SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy)","Amaarae, Kali Uchis, Moliy",23,12,0
"1379","The Family Madrigal","Stephanie Beatriz, Olga Merediz, Encanto - Cast",87,2,0
"1380","Life Goes On","Oliver Tree",15,20,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)"
"1381","Take My Breath","The Weeknd",22,2,0
"1382","Vai Lá Em Casa Hoje","George Henrique & Rodrigo, Marília Mendonça",66,9,0
"1383","What Else Can I Do?","Diane Guerrero, Stephanie Beatriz",101,2,0
"1384","Dos Oruguitas","Sebastian Yatra",104,2,0
"1385","Bloqueado - Ao Vivo","Gusttavo Lima",106,4,0
"1386","Salimo de Noche","Tiago PZK, Trueno",72,12,0
"1387","Acapulco","Jason Derulo",90,15,0
"1388","Love Grows (Where My Rosemary Goes)","Edison Lighthouse",112,3,0
"1389","L’enfer","Stromae",113,1,0
"1390","Best Friends","The Weeknd",26,2,0
"1391","Esqueça-Me Se For Capaz","Marília Mendonça, Maiara & Maraisa",67,11,0
"1392","Here We Go… Again (feat. Tyler, the Creator)","The Weeknd, Tyler, The Creator",25,2,0
"1393","Every Summertime","NIKI",124,2,"Every Summertime"
"1394","Rolling in the Deep","Adele",36,16,0
"1395","Sobrio","Maluma",41,28,0
"1396","The Business","Tiësto",9,64,"The Business"
"1397","Pandora","DJ Matt D, Menor MC, MC GP, Vulgo FK",129,3,0
"1398","Peru","Fireboy DML, Ed Sheeran",89,4,0
"1399","Sky","Playboi Carti",113,14,0
"1400","ELEVEN","IVE",103,7,0
"1401","Way 2 Sexy (with Future & Young Thug)","Drake, Future, Young Thug",5,20,0
"1402","DANCE CRIP","Trueno",79,9,0
"1403","Ley Seca","Jhay Cortez, Anuel AA",44,20,0
"1404","I WANNA BE YOUR SLAVE","Måneskin",8,35,0
"1405","Toma Toma Vapo Vapo","Zé Felipe, Mc Danny",75,8,0
"1406","Praise God","Kanye West",16,19,0
"1407","Cúrame","Rauw Alejandro",35,26,0
"1408","Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit","Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",15,48,0
"1409","2055","Sleepy Hallow",31,27,0
"1410","you broke me first","Tate McRae",13,78,0
"1411","favorite crime","Olivia Rodrigo",11,31,0
"1412","Shallow","Lady Gaga, Bradley Cooper",3,171,0
"1413","Astronaut In The Ocean","Masked Wolf",3,53,"Astronaut In The Ocean"
"1414","AM Remix","Nio Garcia, J Balvin, Bad Bunny",14,30,0
"1415","All of Me","John Legend",110,145,0
"1416","The Feels","TWICE",57,16,0
"1417","OUT OUT (feat. Charli XCX & Saweetie)","Joel Corry, Jax Jones, Charli XCX, Saweetie",42,21,0
"1418","Enemy - From the series Arcane League of Legends","Imagine Dragons, Arcane, League of Legends",171,3,0
"1419","Bored","Billie Eilish",51,16,0
"1420","Qué Más Pues?","J Balvin, Maria Becerra",9,34,0
"1421","Arcade","Duncan Laurence",23,52,0
"1422","Heartbreak Anniversary","Giveon",8,47,"TAKE TIME"
"1423","When I’m Gone (with Katy Perry)","Alesso, Katy Perry",135,3,0
"1424","family ties (with Kendrick Lamar)","Baby Keem, Kendrick Lamar",30,20,0
"1425","Happier Than Ever - Edit","Billie Eilish",70,17,0
"1426","Memories","Maroon 5",2,116,0
"1427","Ella - Remix","Boza, Lunay, Lenny Tavárez, Juhn, Beéle",188,1,0
"1428","RAPSTAR","Polo G",3,40,"RAPSTAR"
"1429","Enchanted","Taylor Swift",61,10,0
"1430","WA DA DA","Kep1er",191,1,0
"1431","Miénteme","TINI, Maria Becerra",41,35,0
"1432","Parada Louca","Mari Fernandez, Marcynho Sensação",107,3,0
"1433","Fair Trade (with Travis Scott)","Drake, Travis Scott",3,19,0
"1434","Leave Before You Love Me (with Jonas Brothers)","Marshmello, Jonas Brothers",52,30,0
"1435","goosebumps","Travis Scott",13,226,0
"1436","Sigue","J Balvin, Ed Sheeran",45,1,0
"1437","RUMBATÓN","Daddy Yankee",58,1,0
"1438","chaotic","Tate McRae",83,1,0
"1439","make up sex (feat. blackbear)","Machine Gun Kelly, blackbear",91,1,0
"1440","Soy El Unico","Yahritza Y Su Esencia",97,1,0
"1441","Feel My Rhythm","Red Velvet",114,1,0
"1442","Just A Cloud Away","Pharrell Williams",115,2,0
"1443","Everlong","Foo Fighters",164,1,0
"1444","REMIX","Daddy Yankee",166,1,0
"1445","emo girl (feat. WILLOW)","Machine Gun Kelly, WILLOW",111,2,0
"1446","jealousy, jealousy","Olivia Rodrigo",17,29,0
"1447","PARA SIEMPRE","Daddy Yankee, Sech",193,1,0
"1448","Just the Way You Are","Bruno Mars",133,22,0
"1449","Love Yourself","Justin Bieber",62,50,0
"1450","Daylight","Harry Styles",10,2,0
"1451","Little Freak","Harry Styles",8,2,0
"1452","True Love","Kanye West, XXXTENTACION",24,1,0
"1453","Grapejuice","Harry Styles",11,2,0
"1454","Satellite","Harry Styles",14,2,0
"1455","N95","Kendrick Lamar",3,3,0
"1456","Love Of My Life","Harry Styles",15,2,0
"1457","Cinema","Harry Styles",13,2,0
"1458","Daydreaming","Harry Styles",16,2,0
"1459","Keep Driving","Harry Styles",19,2,0
"1460","Die Hard","Kendrick Lamar, Blxst, Amanda Reifer",8,3,0
"1461","Boyfriends","Harry Styles",22,2,0
"1462","ACORDA PEDRINHO","Jovem Dionisio",77,2,0
"1463","Un Verano Sin Ti","Bad Bunny",20,4,0
"1464","Enséñame a Bailar","Bad Bunny",27,4,0
"1465","Die Young (feat. 347aidan)","Sleepy Hallow, 347aidan",97,1,0
"1466","Thousand Miles","The Kid LAROI",18,6,"Thousand Miles"
"1467","El Apagón","Bad Bunny",28,4,0
"1468","SUPERMODEL","Måneskin",89,3,0
"1469","Agosto","Bad Bunny",30,4,0
"1470","Where Did You Go? (feat. MNEK)","Jax Jones, MNEK",116,7,0
"1471","Iris","The Goo Goo Dolls",124,5,0
"1472","That That (prod. & feat. SUGA of BTS)","PSY, SUGA",21,5,0
"1473","Rich Spirit","Kendrick Lamar",17,3,0
"1474","Dua Lipa","Jack Harlow",37,4,0
"1475","PUFFIN ON ZOOTIEZ","Future",40,5,0
"1476","En El Radio Un Cochinero","Victor Cibrian",148,1,0
"1477","TUS LÁGRIMAS","Mora, Sech",93,6,0
"1478","París","Morat, Duki",130,2,0
"1479","Adore You","Harry Styles",6,104,0
"1480","FEARLESS","LE SSERAFIM",149,4,0
"1481","10 Things I Hate About You","Leah Kate",117,6,0
"1482","LOVE DIVE","IVE",51,8,0
"1483","Balanço da Rede","Matheus Fernandes, Xand Avião",171,2,0
"1484","San Lucas","Kevin Kaarl",149,5,0
"1485","Silent Hill","Kendrick Lamar, Kodak Black",21,3,0
"1486","United In Grief","Kendrick Lamar",11,3,0
"1487","Beautiful Girl","Luciano",59,5,0
"1488","ZOOM","Jessi",89,6,0
"1489","When You're Gone","Shawn Mendes",21,9,0
"1490","Run BTS","BTS",11,1,0
"1491","For Youth","BTS",30,1,0
"1492","Born Singer","BTS",43,1,0
"1493","Cash In Cash Out","Pharrell Williams, 21 Savage, Tyler, The Creator",53,1,0
"1494","Pass The Dutchie","Musical Youth",85,2,0
"1495","So Good","Halsey",95,1,0
"1496","Nos Comemos (feat. Ozuna)","Tiago PZK, Ozuna",140,2,0
"1497","Me and Your Mama","Childish Gambino",158,2,0
"1498","Antes de Perderte","Duki",173,1,0
"1499","295","Sidhu Moose Wala",141,2,0
"1500","Boy With Luv (feat. Halsey)","BTS, Halsey",3,46,0
"1501","SLOW DANCING IN THE DARK","Joji",75,36,0
"1502","In My Head","Lil Tjay",30,1,0
"1503","Me Arrepentí","Ak4:20, Pailita, Cris Mj",80,1,0
"1504","Si Quieren Frontear","Duki, De La Ghetto, Quevedo",113,1,0
"1505","Falling","Harry Styles",29,81,0
"1506","up at night (feat. justin bieber)","Kehlani, Justin Bieber",131,1,0
"1507","Golden","Harry Styles",44,34,0
"1508","Fim de Semana no Rio","Teto",139,1,0
"1509","Still Life","BIGBANG",148,1,0
"1510","When I Was Your Man","Bruno Mars",181,2,0
"1511","Sign of the Times","Harry Styles",14,39,0
"1512","The Night We Met","Lord Huron",55,29,0
"1513","See You Again (feat. Kali Uchis)","Tyler, The Creator, Kali Uchis",144,2,0
"1514","212","Chefin, Mainstreet",89,1,0
"1515","Watercolor Eyes - From “Euphoria” An HBO Original Series","Lana Del Rey",90,1,0
"1516","Hrs & Hrs","Muni Long",119,1,0
"1517","All For Us - from the HBO Original Series Euphoria","Labrinth, Zendaya",108,3,0
"1518","Swim","Chase Atlantic",134,1,0
"1519","Waiting On A Miracle","Stephanie Beatriz",155,1,0
"1520","Problemón","Alvaro Diaz, Rauw Alejandro",158,1,0
"1521","Christmas Tree","V",100,2,0
"1522","Jocelyn Flores","XXXTENTACION",7,216,0
"1523","Chance","Paulo Londra",56,1,0
"1524","psychofreak (feat. WILLOW)","Camila Cabello, WILLOW",71,1,0
"1525","Vampiro","Matuê, WIU, Teto",82,1,0
"1526","Right On","Lil Baby",103,1,0
"1527","That's Hilarious","Charlie Puth",112,1,0
"1528","No Ouvidinho","Felipe Amorim",154,1,0
"1529","Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit","Daft Punk, Pharrell Williams, Nile Rodgers",167,1,0
"1530","Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",19,1,0
"1531","With you","Jimin, HA SUNG WOON",32,1,0
"1532","Flowers","Lauren Spencer Smith",72,2,0
"1533","İmdat","cakal",97,1,0
"1534","We Made It","t-low, Miksu / Macloud",99,1,0
"1535","2step (feat. Lil Baby)","Ed Sheeran, Lil Baby",131,1,0
"1536","Scrape It Off (feat. Lil Uzi Vert & Don Toliver)","Pusha T, Lil Uzi Vert, Don Toliver",184,1,0
"1537","Photograph","Ed Sheeran",41,154,0
"1538","Hold That Heat (feat. Travis Scott)","Southside, Future, Travis Scott",196,1,0
"1539","Father Time (feat. Sampha)","Kendrick Lamar, Sampha",14,2,0
"1540","Count Me Out","Kendrick Lamar",24,2,0
"1541","Savior","Kendrick Lamar, Baby Keem, Sam Dew",29,2,0
"1542","You Proof","Morgan Wallen",91,2,0
"1543","TOUT VA BIEN (feat. Ninho & Naps)","Alonzo, Ninho, Naps",183,1,0
"1544","Honest (feat. Don Toliver)","Justin Bieber, Don Toliver",29,4,0
"1545","We Cry Together","Kendrick Lamar, Taylour Paige",22,2,0
"1546","Worldwide Steppers","Kendrick Lamar",20,1,0
"1547","Purple Hearts","Kendrick Lamar, Summer Walker, Ghostface Killah",27,1,0
"1548","Rich - Interlude","Kendrick Lamar",41,1,0
"1549","Mr. Morale","Kendrick Lamar, Tanna Leone",53,1,0
"1550","Crown","Kendrick Lamar",54,1,0
"1551","Auntie Diaries","Kendrick Lamar",61,1,0
"1552","Savior - Interlude","Kendrick Lamar",73,1,0
"1553","Mirror","Kendrick Lamar",76,1,0
"1554","Mother I Sober (feat. Beth Gibbons of Portishead)","Kendrick Lamar, Beth Gibbons",79,1,0
"1555","Stefania (Kalush Orchestra)","KALUSH",109,1,0
"1556","The Heart Part 5","Kendrick Lamar",44,2,0
"1557","Churchill Downs (feat. Drake)","Jack Harlow, Drake",57,2,0
"1558","The Foundations of Decay","My Chemical Romance",140,1,0
"1559","This Love (Taylor’s Version)","Taylor Swift",50,2,0
"1560","SloMo","Chanel",179,1,0
"1561","SPACE MAN","Sam Ryder",186,1,0
"1562","Money Trees","Kendrick Lamar, Jay Rock",143,8,0
"1563","Brividi","Mahmood, BLANCO",9,2,0
"1564","Cigarettes","Juice WRLD",27,1,0
"1565","Ginseng Strip 2002","Yung Lean",44,2,0
"1566","Do We Have A Problem?","Nicki Minaj, Lil Baby",48,1,0
"1567","Black Summer","Red Hot Chili Peppers",79,1,0
"1568","Ovunque Sarai","Irama",112,1,0
"1569","Alien Blues","Vundabar",118,4,0
"1570","Don't Play That","King Von, 21 Savage",144,1,0
"1571","High","The Chainsmokers",70,2,0
"1572","Ciao Ciao","La rappresentante di lista",151,1,0
"1573","Polaroid Love","ENHYPEN",158,2,"DIMENSION : ANSWER"
"1574","Still Don't Know My Name","Labrinth",53,16,0
"1575","INSUPERABILE","Rkomi",180,1,0
"1576","farfalle","sangiovanni",181,1,0
"1577","When I R.I.P.","Labrinth",192,1,0
"1578","Arson","j-hope",37,1,0
"1579","MORE","j-hope",22,3,0
"1580","Layla","DJ Robin, Schürze",61,3,0
"1581","Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Justin Timberlake, Halsey, Pharrell Williams",86,1,0
"1582","Sticky","Drake",17,5,0
"1583","2 Be Loved (Am I Ready)","Lizzo",167,1,0
"1584","Baile no Morro","MC Tairon, Mc Vitin Da Igrejinha, Dj Win",154,3,0
"1585","Bandido","Zé Felipe, MC Mari",125,4,0
"1586","1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofía Reyes, Jason Derulo, De La Ghetto",31,36,0
"1587","s!r! (feat. Lazza & Sfera Ebbasta)","thasup, Lazza, Sfera Ebbasta",185,1,0
"1588","La Loto","TINI, Becky G, Anitta",157,2,0
"1589","die first","Nessa Barrett",194,1,0
"1590","Stay Alive (Prod. SUGA of BTS)","Jung Kook",10,1,0
"1591","The Joker And The Queen (feat. Taylor Swift)","Ed Sheeran, Taylor Swift",20,1,0
"1592","City of Gods","Fivio Foreign, Kanye West, Alicia Keys",57,1,0
"1593","The Next Episode","Dr. Dre, Snoop Dogg",86,1,0
"1594","Bussin","Nicki Minaj, Lil Baby",122,1,0
"1595","HUMBLE.","Kendrick Lamar",1,96,0
"1596","Forever","Labrinth",185,1,0
"1597","Worst Day","Future",192,1,0
"1598","NEW MAGIC WAND","Tyler, The Creator",54,3,0
"1599","Si Estuviésemos Juntos","Bad Bunny",197,1,0
"1600","Boys Don't Cry","Anitta",107,1,0
"1601","vice city","XXXTENTACION",181,1,0
"1602","The Rumbling (TV Size)","SiM",192,1,0
"1603","Wildest Dreams (Taylor's Version)","Taylor Swift",29,11,0
"1604","Thought You Should Know","Morgan Wallen",123,1,0
"1605","I'M ON ONE (feat. Drake)","Future, Drake",48,2,0
"1606","D.M.B.","A$AP Rocky",159,1,0
"1607","I'd Do Anything To Make You Smile","Jack Harlow",187,1,0
"1608","712PM","Future",61,1,0
"1609","KEEP IT BURNIN (feat. Kanye West)","Future, Kanye West",85,1,0
"1610","I'M DAT N****","Future",86,1,0
"1611","LOVE YOU BETTER","Future",131,1,0
"1612","FOR A NUT (feat. Gunna & Young Thug)","Future, Gunna, Young Thug",139,1,0
"1613","MASSAGING ME","Future",180,1,0
"1614","GOLD STACKS","Future",190,1,0
"1615","Are You Entertained (feat. Ed Sheeran)","Russ, Ed Sheeran",60,1,0
"1616","Love Lost","Mac Miller, The Temper Trap",175,1,0
"1617","Te Amo Demais","Marília Mendonça",177,1,0
"1618","Hot Shit (feat. Ye & Lil Durk)","Cardi B, Kanye West, Lil Durk",54,2,0
"1619","LOOSE CHANGE","Brent Faiyaz",178,1,0
"1620","ALL MINE","Brent Faiyaz",188,1,0
"1621","Paris to Tokyo","Fivio Foreign, The Kid LAROI",198,1,0
"1622","Hot In It","Tiësto, Charli XCX",150,1,0
"1623","Sharks","Imagine Dragons",111,2,0
"1624","Wrapped Around Your Finger","Post Malone",69,1,0
"1625","Lemon Tree","Post Malone",71,1,0
"1626","Reputation","Post Malone",74,1,0
"1627","Wasting Angels (with The Kid LAROI)","Post Malone, The Kid LAROI",75,1,0
"1628","I Cannot Be (A Sadder Song) (with Gunna)","Post Malone, Gunna",86,1,0
"1629","Insane","Post Malone",97,1,0
"1630","Love/Hate Letter To Alcohol (with Fleet Foxes)","Post Malone, Fleet Foxes",115,1,0
"1631","Distraction","Polo G",121,1,0
"1632","When I’m Alone","Post Malone",177,1,0
"1633","Euthanasia","Post Malone",191,1,0
"1634","Super Freaky Girl","Nicki Minaj",16,1,0
"1635","Caile","Luar La L",75,1,0
"1636","LOKERA","Rauw Alejandro, Lyanno, Brray",95,1,0
"1637","Mary On A Cross","Ghost",135,1,0
"1638","Attention","NewJeans",137,1,0
"1639","Murder In My Mind","Kordhell",163,1,0
"1640","Hype Boy","NewJeans",171,1,0
"1641","JGL","La Adictiva Banda San José de Mesillas, Luis R Conriquez",173,1,0
"1642","Sex, Drugs, Etc.","Beach Weather",175,1,0
"1643","DON'T YOU WORRY","Black Eyed Peas, Shakira, David Guetta",189,1,0
"1644","attention","Omah Lay, Justin Bieber",104,1,0
"1645","ay! (feat. Lil Wayne)","Machine Gun Kelly, Lil Wayne",114,1,0
"1646","Elliot's Song - From ""Euphoria"" An HBO Original Series","Dominic Fike, Zendaya",130,1,0
"1647","Sehnsucht","Miksu / Macloud, t-low",200,1,0
"1648","Falling Back","Drake",10,1,0
"1649","Texts Go Green","Drake",25,1,0
"1650","A Keeper","Drake",28,1,0
"1651","Calling My Name","Drake",30,1,0
"1652","Currents","Drake",38,1,0
"1653","Flight's Booked","Drake",49,1,0
"1654","Intro","Drake",61,1,0
"1655","Overdrive","Drake",68,1,0
"1656","Tie That Binds","Drake",87,1,0
"1657","Down Hill","Drake",89,1,0
"1658","Liability","Drake",96,1,0
"1659","The Kind of Love We Make","Luke Combs",194,1,0
"1660","Botadinha Saliente","MC Rogerinho",105,1,0
"1661","Depende","Dj Guuga, Wesley Safadão, Zé Felipe",129,1,0
"1662","Molhando o Volante","Jorge & Mateus",186,2,0
"1663","Closer","The Chainsmokers, Halsey",2,179,0
"1664","Permission to Dance","BTS",5,26,"Butter / Permission to Dance"
"1665","Dawn FM","The Weeknd",27,1,0
"1666","I Heard You’re Married (feat. Lil Wayne)","The Weeknd, Lil Wayne",28,1,0
"1667","Starry Eyes","The Weeknd",35,1,0
"1668","A Tale By Quincy","The Weeknd",54,1,0
"1669","Don’t Break My Heart","The Weeknd",55,1,0
"1670","Every Angel is Terrifying","The Weeknd",62,1,0
"1671","Phantom Regret by Jim","The Weeknd",92,1,0
"1672","thought i was playing","Gunna, 21 Savage",94,1,0
"1673","Miserable Man","David Kushner",135,1,0
"1674","25k jacket (feat. Lil Baby)","Gunna, Lil Baby",141,1,0
"1675","alotta cake","Gunna",146,1,0
"1676","mop (feat. Young Thug)","Gunna, Young Thug",160,1,0
"1677","Take My Breath - Single Version","The Weeknd",7,21,0
"1678","Bar","TINI, L-Gante",99,9,0
"1679","Pope Is a Rockstar","SALES",108,5,"SALES LP"
"1680","Don't Think Jesus","Morgan Wallen",96,1,0
"1681","Late To Da Party (F*CK BET) (feat. YoungBoy Never Broke Again)","Lil Nas X, YoungBoy Never Broke Again",86,1,0
"1682","From The D 2 The LBC (with Snoop Dogg)","Eminem, Snoop Dogg",135,1,0
"1683","Carolina - From The Motion Picture “Where The Crawdads Sing”","Taylor Swift",152,1,0
